NIR_No,Rows,year,test,loc,cross,plant_no,color,bar_code
NIR-08746,24,2021,LU 6 Early-21,PLY,21,N19-0800,1,2021_PLY_LU 6 Early-21_21_N19-0800_1_NIR-08746
NIR-08745,59,2021,LU 6 Early-21,PLY,20,N19-0797,2,2021_PLY_LU 6 Early-21_20_N19-0797_2_NIR-08745
NIR-08744,34,2021,LU 6 Early-21,PLY,20,N19-0797,1,2021_PLY_LU 6 Early-21_20_N19-0797_1_NIR-08744
NIR-08743,58,2021,LU 6 Early-21,PLY,19,N19-0795,2,2021_PLY_LU 6 Early-21_19_N19-0795_2_NIR-08743
NIR-08742,7,2021,LU 6 Early-21,PLY,19,N19-0795,1,2021_PLY_LU 6 Early-21_19_N19-0795_1_NIR-08742
NIR-08741,46,2021,LU 6 Early-21,PLY,18,N19-0791,2,2021_PLY_LU 6 Early-21_18_N19-0791_2_NIR-08741
NIR-08740,38,2021,LU 6 Early-21,PLY,18,N19-0791,1,2021_PLY_LU 6 Early-21_18_N19-0791_1_NIR-08740
NIR-08739,62,2021,LU 6 Early-21,PLY,17,N19-0790,2,2021_PLY_LU 6 Early-21_17_N19-0790_2_NIR-08739
NIR-08738,30,2021,LU 6 Early-21,PLY,17,N19-0790,1,2021_PLY_LU 6 Early-21_17_N19-0790_1_NIR-08738
NIR-08737,70,2021,LU 6 Early-21,PLY,16,N19-0788,2,2021_PLY_LU 6 Early-21_16_N19-0788_2_NIR-08737
NIR-08736,25,2021,LU 6 Early-21,PLY,16,N19-0788,1,2021_PLY_LU 6 Early-21_16_N19-0788_1_NIR-08736
NIR-08735,60,2021,LU 6 Early-21,PLY,15,N19-0785,2,2021_PLY_LU 6 Early-21_15_N19-0785_2_NIR-08735
NIR-08734,16,2021,LU 6 Early-21,PLY,15,N19-0785,1,2021_PLY_LU 6 Early-21_15_N19-0785_1_NIR-08734
NIR-08733,78,2021,LU 6 Early-21,PLY,14,N19-0768,2,2021_PLY_LU 6 Early-21_14_N19-0768_2_NIR-08733
NIR-08732,22,2021,LU 6 Early-21,PLY,14,N19-0768,1,2021_PLY_LU 6 Early-21_14_N19-0768_1_NIR-08732
NIR-08731,72,2021,LU 6 Early-21,PLY,13,N19-0756,2,2021_PLY_LU 6 Early-21_13_N19-0756_2_NIR-08731
NIR-08730,14,2021,LU 6 Early-21,PLY,13,N19-0756,1,2021_PLY_LU 6 Early-21_13_N19-0756_1_NIR-08730
NIR-08729,64,2021,LU 6 Early-21,PLY,12,N19-0542,2,2021_PLY_LU 6 Early-21_12_N19-0542_2_NIR-08729
NIR-08728,8,2021,LU 6 Early-21,PLY,12,N19-0542,1,2021_PLY_LU 6 Early-21_12_N19-0542_1_NIR-08728
NIR-08727,50,2021,LU 6 Early-21,PLY,11,N19-0495,2,2021_PLY_LU 6 Early-21_11_N19-0495_2_NIR-08727
NIR-08726,3,2021,LU 6 Early-21,PLY,11,N19-0495,1,2021_PLY_LU 6 Early-21_11_N19-0495_1_NIR-08726
NIR-08725,49,2021,LU 6 Early-21,PLY,10,N19-0487,2,2021_PLY_LU 6 Early-21_10_N19-0487_2_NIR-08725
NIR-08724,40,2021,LU 6 Early-21,PLY,10,N19-0487,1,2021_PLY_LU 6 Early-21_10_N19-0487_1_NIR-08724
NIR-08723,76,2021,LU 6 Early-21,PLY,9,N19-0485,2,2021_PLY_LU 6 Early-21_9_N19-0485_2_NIR-08723
NIR-08722,31,2021,LU 6 Early-21,PLY,9,N19-0485,1,2021_PLY_LU 6 Early-21_9_N19-0485_1_NIR-08722
NIR-08721,65,2021,LU 6 Early-21,PLY,8,N19-0471,2,2021_PLY_LU 6 Early-21_8_N19-0471_2_NIR-08721
NIR-08720,1,2021,LU 6 Early-21,PLY,8,N19-0471,1,2021_PLY_LU 6 Early-21_8_N19-0471_1_NIR-08720
NIR-08719,63,2021,LU 6 Early-21,PLY,7,N19-0468,2,2021_PLY_LU 6 Early-21_7_N19-0468_2_NIR-08719
NIR-08718,17,2021,LU 6 Early-21,PLY,7,N19-0468,1,2021_PLY_LU 6 Early-21_7_N19-0468_1_NIR-08718
NIR-08717,74,2021,LU 6 Early-21,PLY,6,N19-0460,2,2021_PLY_LU 6 Early-21_6_N19-0460_2_NIR-08717
NIR-08716,28,2021,LU 6 Early-21,PLY,6,N19-0460,1,2021_PLY_LU 6 Early-21_6_N19-0460_1_NIR-08716
NIR-08715,56,2021,LU 6 Early-21,PLY,5,N19-0452,2,2021_PLY_LU 6 Early-21_5_N19-0452_2_NIR-08715
NIR-08714,36,2021,LU 6 Early-21,PLY,5,N19-0452,1,2021_PLY_LU 6 Early-21_5_N19-0452_1_NIR-08714
NIR-08713,42,2021,LU 6 Early-21,PLY,4,N19-0415,2,2021_PLY_LU 6 Early-21_4_N19-0415_2_NIR-08713
NIR-08712,2,2021,LU 6 Early-21,PLY,4,N19-0415,1,2021_PLY_LU 6 Early-21_4_N19-0415_1_NIR-08712
NIR-08711,41,2021,LU 6 Early-21,PLY,3,N19-0376,2,2021_PLY_LU 6 Early-21_3_N19-0376_2_NIR-08711
NIR-08710,6,2021,LU 6 Early-21,PLY,3,N19-0376,1,2021_PLY_LU 6 Early-21_3_N19-0376_1_NIR-08710
NIR-08709,77,2021,LU 6 Early-21,PLY,2,N19-0226,2,2021_PLY_LU 6 Early-21_2_N19-0226_2_NIR-08709
NIR-08708,13,2021,LU 6 Early-21,PLY,2,N19-0226,1,2021_PLY_LU 6 Early-21_2_N19-0226_1_NIR-08708
NIR-08707,43,2021,LU 6 Early-21,PLY,1,N19-0115,2,2021_PLY_LU 6 Early-21_1_N19-0115_2_NIR-08707
NIR-08706,10,2021,LU 6 Early-21,PLY,1,N19-0115,1,2021_PLY_LU 6 Early-21_1_N19-0115_1_NIR-08706
NIR-08905,110,2021,LU 6 Late-21,CAS,40,USDA-N6005,3,2021_CAS_LU 6 Late-21_40_USDA-N6005_3_NIR-08905
NIR-08904,74,2021,LU 6 Late-21,CAS,40,USDA-N6005,2,2021_CAS_LU 6 Late-21_40_USDA-N6005_2_NIR-08904
NIR-08903,14,2021,LU 6 Late-21,CAS,40,USDA-N6005,1,2021_CAS_LU 6 Late-21_40_USDA-N6005_1_NIR-08903
NIR-08902,112,2021,LU 6 Late-21,CAS,39,NC-Dilday,3,2021_CAS_LU 6 Late-21_39_NC-Dilday_3_NIR-08902
NIR-08901,45,2021,LU 6 Late-21,CAS,39,NC-Dilday,2,2021_CAS_LU 6 Late-21_39_NC-Dilday_2_NIR-08901
NIR-08900,39,2021,LU 6 Late-21,CAS,39,NC-Dilday,1,2021_CAS_LU 6 Late-21_39_NC-Dilday_1_NIR-08900
NIR-08899,102,2021,LU 6 Late-21,CAS,38,Dunphy,3,2021_CAS_LU 6 Late-21_38_Dunphy_3_NIR-08899
NIR-08898,46,2021,LU 6 Late-21,CAS,38,Dunphy,2,2021_CAS_LU 6 Late-21_38_Dunphy_2_NIR-08898
NIR-08897,9,2021,LU 6 Late-21,CAS,38,Dunphy,1,2021_CAS_LU 6 Late-21_38_Dunphy_1_NIR-08897
NIR-08896,86,2021,LU 6 Late-21,CAS,37,N19-1485,3,2021_CAS_LU 6 Late-21_37_N19-1485_3_NIR-08896
NIR-08895,60,2021,LU 6 Late-21,CAS,37,N19-1485,2,2021_CAS_LU 6 Late-21_37_N19-1485_2_NIR-08895
NIR-08894,8,2021,LU 6 Late-21,CAS,37,N19-1485,1,2021_CAS_LU 6 Late-21_37_N19-1485_1_NIR-08894
NIR-08893,118,2021,LU 6 Late-21,CAS,36,N19-1468,3,2021_CAS_LU 6 Late-21_36_N19-1468_3_NIR-08893
NIR-08892,76,2021,LU 6 Late-21,CAS,36,N19-1468,2,2021_CAS_LU 6 Late-21_36_N19-1468_2_NIR-08892
NIR-08891,22,2021,LU 6 Late-21,CAS,36,N19-1468,1,2021_CAS_LU 6 Late-21_36_N19-1468_1_NIR-08891
NIR-08890,89,2021,LU 6 Late-21,CAS,35,N19-1365,3,2021_CAS_LU 6 Late-21_35_N19-1365_3_NIR-08890
NIR-08889,68,2021,LU 6 Late-21,CAS,35,N19-1365,2,2021_CAS_LU 6 Late-21_35_N19-1365_2_NIR-08889
NIR-08888,23,2021,LU 6 Late-21,CAS,35,N19-1365,1,2021_CAS_LU 6 Late-21_35_N19-1365_1_NIR-08888
NIR-08887,87,2021,LU 6 Late-21,CAS,34,N19-1364,3,2021_CAS_LU 6 Late-21_34_N19-1364_3_NIR-08887
NIR-08886,65,2021,LU 6 Late-21,CAS,34,N19-1364,2,2021_CAS_LU 6 Late-21_34_N19-1364_2_NIR-08886
NIR-08885,31,2021,LU 6 Late-21,CAS,34,N19-1364,1,2021_CAS_LU 6 Late-21_34_N19-1364_1_NIR-08885
NIR-08884,116,2021,LU 6 Late-21,CAS,33,N19-1359,3,2021_CAS_LU 6 Late-21_33_N19-1359_3_NIR-08884
NIR-08883,78,2021,LU 6 Late-21,CAS,33,N19-1359,2,2021_CAS_LU 6 Late-21_33_N19-1359_2_NIR-08883
NIR-08882,13,2021,LU 6 Late-21,CAS,33,N19-1359,1,2021_CAS_LU 6 Late-21_33_N19-1359_1_NIR-08882
NIR-08881,91,2021,LU 6 Late-21,CAS,32,N19-1357,3,2021_CAS_LU 6 Late-21_32_N19-1357_3_NIR-08881
NIR-08880,47,2021,LU 6 Late-21,CAS,32,N19-1357,2,2021_CAS_LU 6 Late-21_32_N19-1357_2_NIR-08880
NIR-08879,16,2021,LU 6 Late-21,CAS,32,N19-1357,1,2021_CAS_LU 6 Late-21_32_N19-1357_1_NIR-08879
NIR-08878,101,2021,LU 6 Late-21,CAS,31,N19-1349,3,2021_CAS_LU 6 Late-21_31_N19-1349_3_NIR-08878
NIR-08877,54,2021,LU 6 Late-21,CAS,31,N19-1349,2,2021_CAS_LU 6 Late-21_31_N19-1349_2_NIR-08877
NIR-08876,35,2021,LU 6 Late-21,CAS,31,N19-1349,1,2021_CAS_LU 6 Late-21_31_N19-1349_1_NIR-08876
NIR-08875,120,2021,LU 6 Late-21,CAS,30,N19-1323,3,2021_CAS_LU 6 Late-21_30_N19-1323_3_NIR-08875
NIR-08874,63,2021,LU 6 Late-21,CAS,30,N19-1323,2,2021_CAS_LU 6 Late-21_30_N19-1323_2_NIR-08874
NIR-08873,6,2021,LU 6 Late-21,CAS,30,N19-1323,1,2021_CAS_LU 6 Late-21_30_N19-1323_1_NIR-08873
NIR-08872,117,2021,LU 6 Late-21,CAS,29,N19-1303,3,2021_CAS_LU 6 Late-21_29_N19-1303_3_NIR-08872
NIR-08871,49,2021,LU 6 Late-21,CAS,29,N19-1303,2,2021_CAS_LU 6 Late-21_29_N19-1303_2_NIR-08871
NIR-08870,38,2021,LU 6 Late-21,CAS,29,N19-1303,1,2021_CAS_LU 6 Late-21_29_N19-1303_1_NIR-08870
NIR-08869,111,2021,LU 6 Late-21,CAS,28,N19-1253,3,2021_CAS_LU 6 Late-21_28_N19-1253_3_NIR-08869
NIR-08868,79,2021,LU 6 Late-21,CAS,28,N19-1253,2,2021_CAS_LU 6 Late-21_28_N19-1253_2_NIR-08868
NIR-08867,11,2021,LU 6 Late-21,CAS,28,N19-1253,1,2021_CAS_LU 6 Late-21_28_N19-1253_1_NIR-08867
NIR-08866,83,2021,LU 6 Late-21,CAS,27,N19-1241,3,2021_CAS_LU 6 Late-21_27_N19-1241_3_NIR-08866
NIR-08865,72,2021,LU 6 Late-21,CAS,27,N19-1241,2,2021_CAS_LU 6 Late-21_27_N19-1241_2_NIR-08865
NIR-08864,37,2021,LU 6 Late-21,CAS,27,N19-1241,1,2021_CAS_LU 6 Late-21_27_N19-1241_1_NIR-08864
NIR-08863,97,2021,LU 6 Late-21,CAS,26,N19-1227,3,2021_CAS_LU 6 Late-21_26_N19-1227_3_NIR-08863
NIR-08862,53,2021,LU 6 Late-21,CAS,26,N19-1227,2,2021_CAS_LU 6 Late-21_26_N19-1227_2_NIR-08862
NIR-08861,15,2021,LU 6 Late-21,CAS,26,N19-1227,1,2021_CAS_LU 6 Late-21_26_N19-1227_1_NIR-08861
NIR-08860,88,2021,LU 6 Late-21,CAS,25,N19-1220,3,2021_CAS_LU 6 Late-21_25_N19-1220_3_NIR-08860
NIR-08859,64,2021,LU 6 Late-21,CAS,25,N19-1220,2,2021_CAS_LU 6 Late-21_25_N19-1220_2_NIR-08859
NIR-08858,36,2021,LU 6 Late-21,CAS,25,N19-1220,1,2021_CAS_LU 6 Late-21_25_N19-1220_1_NIR-08858
NIR-08857,90,2021,LU 6 Late-21,CAS,24,N19-1174,3,2021_CAS_LU 6 Late-21_24_N19-1174_3_NIR-08857
NIR-08856,75,2021,LU 6 Late-21,CAS,24,N19-1174,2,2021_CAS_LU 6 Late-21_24_N19-1174_2_NIR-08856
NIR-08855,34,2021,LU 6 Late-21,CAS,24,N19-1174,1,2021_CAS_LU 6 Late-21_24_N19-1174_1_NIR-08855
NIR-08854,81,2021,LU 6 Late-21,CAS,23,N19-1109,3,2021_CAS_LU 6 Late-21_23_N19-1109_3_NIR-08854
NIR-08853,50,2021,LU 6 Late-21,CAS,23,N19-1109,2,2021_CAS_LU 6 Late-21_23_N19-1109_2_NIR-08853
NIR-08852,18,2021,LU 6 Late-21,CAS,23,N19-1109,1,2021_CAS_LU 6 Late-21_23_N19-1109_1_NIR-08852
NIR-08851,103,2021,LU 6 Late-21,CAS,22,N19-1093,3,2021_CAS_LU 6 Late-21_22_N19-1093_3_NIR-08851
NIR-08850,77,2021,LU 6 Late-21,CAS,22,N19-1093,2,2021_CAS_LU 6 Late-21_22_N19-1093_2_NIR-08850
NIR-08849,33,2021,LU 6 Late-21,CAS,22,N19-1093,1,2021_CAS_LU 6 Late-21_22_N19-1093_1_NIR-08849
NIR-08848,107,2021,LU 6 Late-21,CAS,21,N19-1092,3,2021_CAS_LU 6 Late-21_21_N19-1092_3_NIR-08848
NIR-08847,48,2021,LU 6 Late-21,CAS,21,N19-1092,2,2021_CAS_LU 6 Late-21_21_N19-1092_2_NIR-08847
NIR-08846,3,2021,LU 6 Late-21,CAS,21,N19-1092,1,2021_CAS_LU 6 Late-21_21_N19-1092_1_NIR-08846
NIR-08845,115,2021,LU 6 Late-21,CAS,20,N19-1072,3,2021_CAS_LU 6 Late-21_20_N19-1072_3_NIR-08845
NIR-08844,61,2021,LU 6 Late-21,CAS,20,N19-1072,2,2021_CAS_LU 6 Late-21_20_N19-1072_2_NIR-08844
NIR-08843,10,2021,LU 6 Late-21,CAS,20,N19-1072,1,2021_CAS_LU 6 Late-21_20_N19-1072_1_NIR-08843
NIR-08842,105,2021,LU 6 Late-21,CAS,19,N19-1066,3,2021_CAS_LU 6 Late-21_19_N19-1066_3_NIR-08842
NIR-08841,80,2021,LU 6 Late-21,CAS,19,N19-1066,2,2021_CAS_LU 6 Late-21_19_N19-1066_2_NIR-08841
NIR-08840,30,2021,LU 6 Late-21,CAS,19,N19-1066,1,2021_CAS_LU 6 Late-21_19_N19-1066_1_NIR-08840
NIR-08839,109,2021,LU 6 Late-21,CAS,18,N19-1065,3,2021_CAS_LU 6 Late-21_18_N19-1065_3_NIR-08839
NIR-08838,66,2021,LU 6 Late-21,CAS,18,N19-1065,2,2021_CAS_LU 6 Late-21_18_N19-1065_2_NIR-08838
NIR-08837,17,2021,LU 6 Late-21,CAS,18,N19-1065,1,2021_CAS_LU 6 Late-21_18_N19-1065_1_NIR-08837
NIR-08836,96,2021,LU 6 Late-21,CAS,17,N19-1052,3,2021_CAS_LU 6 Late-21_17_N19-1052_3_NIR-08836
NIR-08835,58,2021,LU 6 Late-21,CAS,17,N19-1052,2,2021_CAS_LU 6 Late-21_17_N19-1052_2_NIR-08835
NIR-08834,28,2021,LU 6 Late-21,CAS,17,N19-1052,1,2021_CAS_LU 6 Late-21_17_N19-1052_1_NIR-08834
NIR-08833,99,2021,LU 6 Late-21,CAS,16,N19-1042,3,2021_CAS_LU 6 Late-21_16_N19-1042_3_NIR-08833
NIR-08832,52,2021,LU 6 Late-21,CAS,16,N19-1042,2,2021_CAS_LU 6 Late-21_16_N19-1042_2_NIR-08832
NIR-08831,29,2021,LU 6 Late-21,CAS,16,N19-1042,1,2021_CAS_LU 6 Late-21_16_N19-1042_1_NIR-08831
NIR-08830,104,2021,LU 6 Late-21,CAS,15,N19-1041,3,2021_CAS_LU 6 Late-21_15_N19-1041_3_NIR-08830
NIR-08829,42,2021,LU 6 Late-21,CAS,15,N19-1041,2,2021_CAS_LU 6 Late-21_15_N19-1041_2_NIR-08829
NIR-08828,12,2021,LU 6 Late-21,CAS,15,N19-1041,1,2021_CAS_LU 6 Late-21_15_N19-1041_1_NIR-08828
NIR-08827,95,2021,LU 6 Late-21,CAS,14,N19-1021,3,2021_CAS_LU 6 Late-21_14_N19-1021_3_NIR-08827
NIR-08826,55,2021,LU 6 Late-21,CAS,14,N19-1021,2,2021_CAS_LU 6 Late-21_14_N19-1021_2_NIR-08826
NIR-08825,24,2021,LU 6 Late-21,CAS,14,N19-1021,1,2021_CAS_LU 6 Late-21_14_N19-1021_1_NIR-08825
NIR-08824,106,2021,LU 6 Late-21,CAS,13,N19-0995,3,2021_CAS_LU 6 Late-21_13_N19-0995_3_NIR-08824
NIR-08823,67,2021,LU 6 Late-21,CAS,13,N19-0995,2,2021_CAS_LU 6 Late-21_13_N19-0995_2_NIR-08823
NIR-08822,1,2021,LU 6 Late-21,CAS,13,N19-0995,1,2021_CAS_LU 6 Late-21_13_N19-0995_1_NIR-08822
NIR-08821,100,2021,LU 6 Late-21,CAS,12,N19-0964,3,2021_CAS_LU 6 Late-21_12_N19-0964_3_NIR-08821
NIR-08820,59,2021,LU 6 Late-21,CAS,12,N19-0964,2,2021_CAS_LU 6 Late-21_12_N19-0964_2_NIR-08820
NIR-08819,5,2021,LU 6 Late-21,CAS,12,N19-0964,1,2021_CAS_LU 6 Late-21_12_N19-0964_1_NIR-08819
NIR-08818,119,2021,LU 6 Late-21,CAS,11,N19-0850,3,2021_CAS_LU 6 Late-21_11_N19-0850_3_NIR-08818
NIR-08817,70,2021,LU 6 Late-21,CAS,11,N19-0850,2,2021_CAS_LU 6 Late-21_11_N19-0850_2_NIR-08817
NIR-08816,26,2021,LU 6 Late-21,CAS,11,N19-0850,1,2021_CAS_LU 6 Late-21_11_N19-0850_1_NIR-08816
NIR-08815,82,2021,LU 6 Late-21,CAS,10,N19-0837,3,2021_CAS_LU 6 Late-21_10_N19-0837_3_NIR-08815
NIR-08814,73,2021,LU 6 Late-21,CAS,10,N19-0837,2,2021_CAS_LU 6 Late-21_10_N19-0837_2_NIR-08814
NIR-08813,27,2021,LU 6 Late-21,CAS,10,N19-0837,1,2021_CAS_LU 6 Late-21_10_N19-0837_1_NIR-08813
NIR-08812,93,2021,LU 6 Late-21,CAS,9,N19-0836,3,2021_CAS_LU 6 Late-21_9_N19-0836_3_NIR-08812
NIR-08811,62,2021,LU 6 Late-21,CAS,9,N19-0836,2,2021_CAS_LU 6 Late-21_9_N19-0836_2_NIR-08811
NIR-08810,19,2021,LU 6 Late-21,CAS,9,N19-0836,1,2021_CAS_LU 6 Late-21_9_N19-0836_1_NIR-08810
NIR-08809,113,2021,LU 6 Late-21,CAS,8,N19-0829,3,2021_CAS_LU 6 Late-21_8_N19-0829_3_NIR-08809
NIR-08808,43,2021,LU 6 Late-21,CAS,8,N19-0829,2,2021_CAS_LU 6 Late-21_8_N19-0829_2_NIR-08808
NIR-08807,7,2021,LU 6 Late-21,CAS,8,N19-0829,1,2021_CAS_LU 6 Late-21_8_N19-0829_1_NIR-08807
NIR-08806,92,2021,LU 6 Late-21,CAS,7,N19-0820,3,2021_CAS_LU 6 Late-21_7_N19-0820_3_NIR-08806
NIR-08805,41,2021,LU 6 Late-21,CAS,7,N19-0820,2,2021_CAS_LU 6 Late-21_7_N19-0820_2_NIR-08805
NIR-08804,4,2021,LU 6 Late-21,CAS,7,N19-0820,1,2021_CAS_LU 6 Late-21_7_N19-0820_1_NIR-08804
NIR-08803,108,2021,LU 6 Late-21,CAS,6,N19-0787,3,2021_CAS_LU 6 Late-21_6_N19-0787_3_NIR-08803
NIR-08802,56,2021,LU 6 Late-21,CAS,6,N19-0787,2,2021_CAS_LU 6 Late-21_6_N19-0787_2_NIR-08802
NIR-08801,25,2021,LU 6 Late-21,CAS,6,N19-0787,1,2021_CAS_LU 6 Late-21_6_N19-0787_1_NIR-08801
NIR-08800,85,2021,LU 6 Late-21,CAS,5,N19-0782,3,2021_CAS_LU 6 Late-21_5_N19-0782_3_NIR-08800
NIR-08799,69,2021,LU 6 Late-21,CAS,5,N19-0782,2,2021_CAS_LU 6 Late-21_5_N19-0782_2_NIR-08799
NIR-08798,32,2021,LU 6 Late-21,CAS,5,N19-0782,1,2021_CAS_LU 6 Late-21_5_N19-0782_1_NIR-08798
NIR-08797,84,2021,LU 6 Late-21,CAS,4,N19-0775,3,2021_CAS_LU 6 Late-21_4_N19-0775_3_NIR-08797
NIR-08796,57,2021,LU 6 Late-21,CAS,4,N19-0775,2,2021_CAS_LU 6 Late-21_4_N19-0775_2_NIR-08796
NIR-08795,21,2021,LU 6 Late-21,CAS,4,N19-0775,1,2021_CAS_LU 6 Late-21_4_N19-0775_1_NIR-08795
NIR-08794,98,2021,LU 6 Late-21,CAS,3,N19-0772,3,2021_CAS_LU 6 Late-21_3_N19-0772_3_NIR-08794
NIR-08793,51,2021,LU 6 Late-21,CAS,3,N19-0772,2,2021_CAS_LU 6 Late-21_3_N19-0772_2_NIR-08793
NIR-08792,40,2021,LU 6 Late-21,CAS,3,N19-0772,1,2021_CAS_LU 6 Late-21_3_N19-0772_1_NIR-08792
NIR-08791,94,2021,LU 6 Late-21,CAS,2,N19-0762,3,2021_CAS_LU 6 Late-21_2_N19-0762_3_NIR-08791
NIR-08790,44,2021,LU 6 Late-21,CAS,2,N19-0762,2,2021_CAS_LU 6 Late-21_2_N19-0762_2_NIR-08790
NIR-08789,2,2021,LU 6 Late-21,CAS,2,N19-0762,1,2021_CAS_LU 6 Late-21_2_N19-0762_1_NIR-08789
NIR-08788,114,2021,LU 6 Late-21,CAS,1,N19-0538,3,2021_CAS_LU 6 Late-21_1_N19-0538_3_NIR-08788
NIR-08787,71,2021,LU 6 Late-21,CAS,1,N19-0538,2,2021_CAS_LU 6 Late-21_1_N19-0538_2_NIR-08787
NIR-08786,20,2021,LU 6 Late-21,CAS,1,N19-0538,1,2021_CAS_LU 6 Late-21_1_N19-0538_1_NIR-08786
NIR-09025,102,2021,LU 6 Late-21,PLY,40,USDA-N6005,3,2021_PLY_LU 6 Late-21_40_USDA-N6005_3_NIR-09025
NIR-09024,77,2021,LU 6 Late-21,PLY,40,USDA-N6005,2,2021_PLY_LU 6 Late-21_40_USDA-N6005_2_NIR-09024
NIR-09023,25,2021,LU 6 Late-21,PLY,40,USDA-N6005,1,2021_PLY_LU 6 Late-21_40_USDA-N6005_1_NIR-09023
NIR-09022,111,2021,LU 6 Late-21,PLY,39,NC-Dilday,3,2021_PLY_LU 6 Late-21_39_NC-Dilday_3_NIR-09022
NIR-09021,45,2021,LU 6 Late-21,PLY,39,NC-Dilday,2,2021_PLY_LU 6 Late-21_39_NC-Dilday_2_NIR-09021
NIR-09020,13,2021,LU 6 Late-21,PLY,39,NC-Dilday,1,2021_PLY_LU 6 Late-21_39_NC-Dilday_1_NIR-09020
NIR-09019,83,2021,LU 6 Late-21,PLY,38,Dunphy,3,2021_PLY_LU 6 Late-21_38_Dunphy_3_NIR-09019
NIR-09018,55,2021,LU 6 Late-21,PLY,38,Dunphy,2,2021_PLY_LU 6 Late-21_38_Dunphy_2_NIR-09018
NIR-09017,15,2021,LU 6 Late-21,PLY,38,Dunphy,1,2021_PLY_LU 6 Late-21_38_Dunphy_1_NIR-09017
NIR-09016,81,2021,LU 6 Late-21,PLY,37,N19-1485,3,2021_PLY_LU 6 Late-21_37_N19-1485_3_NIR-09016
NIR-09015,61,2021,LU 6 Late-21,PLY,37,N19-1485,2,2021_PLY_LU 6 Late-21_37_N19-1485_2_NIR-09015
NIR-09014,9,2021,LU 6 Late-21,PLY,37,N19-1485,1,2021_PLY_LU 6 Late-21_37_N19-1485_1_NIR-09014
NIR-09013,100,2021,LU 6 Late-21,PLY,36,N19-1468,3,2021_PLY_LU 6 Late-21_36_N19-1468_3_NIR-09013
NIR-09012,52,2021,LU 6 Late-21,PLY,36,N19-1468,2,2021_PLY_LU 6 Late-21_36_N19-1468_2_NIR-09012
NIR-09011,21,2021,LU 6 Late-21,PLY,36,N19-1468,1,2021_PLY_LU 6 Late-21_36_N19-1468_1_NIR-09011
NIR-09010,113,2021,LU 6 Late-21,PLY,35,N19-1365,3,2021_PLY_LU 6 Late-21_35_N19-1365_3_NIR-09010
NIR-09009,48,2021,LU 6 Late-21,PLY,35,N19-1365,2,2021_PLY_LU 6 Late-21_35_N19-1365_2_NIR-09009
NIR-09008,33,2021,LU 6 Late-21,PLY,35,N19-1365,1,2021_PLY_LU 6 Late-21_35_N19-1365_1_NIR-09008
NIR-09007,85,2021,LU 6 Late-21,PLY,34,N19-1364,3,2021_PLY_LU 6 Late-21_34_N19-1364_3_NIR-09007
NIR-09006,43,2021,LU 6 Late-21,PLY,34,N19-1364,2,2021_PLY_LU 6 Late-21_34_N19-1364_2_NIR-09006
NIR-09005,40,2021,LU 6 Late-21,PLY,34,N19-1364,1,2021_PLY_LU 6 Late-21_34_N19-1364_1_NIR-09005
NIR-09004,119,2021,LU 6 Late-21,PLY,33,N19-1359,3,2021_PLY_LU 6 Late-21_33_N19-1359_3_NIR-09004
NIR-09003,41,2021,LU 6 Late-21,PLY,33,N19-1359,2,2021_PLY_LU 6 Late-21_33_N19-1359_2_NIR-09003
NIR-09002,5,2021,LU 6 Late-21,PLY,33,N19-1359,1,2021_PLY_LU 6 Late-21_33_N19-1359_1_NIR-09002
NIR-09001,91,2021,LU 6 Late-21,PLY,32,N19-1357,3,2021_PLY_LU 6 Late-21_32_N19-1357_3_NIR-09001
NIR-09000,80,2021,LU 6 Late-21,PLY,32,N19-1357,2,2021_PLY_LU 6 Late-21_32_N19-1357_2_NIR-09000
NIR-08999,24,2021,LU 6 Late-21,PLY,32,N19-1357,1,2021_PLY_LU 6 Late-21_32_N19-1357_1_NIR-08999
NIR-08998,114,2021,LU 6 Late-21,PLY,31,N19-1349,3,2021_PLY_LU 6 Late-21_31_N19-1349_3_NIR-08998
NIR-08997,50,2021,LU 6 Late-21,PLY,31,N19-1349,2,2021_PLY_LU 6 Late-21_31_N19-1349_2_NIR-08997
NIR-08996,2,2021,LU 6 Late-21,PLY,31,N19-1349,1,2021_PLY_LU 6 Late-21_31_N19-1349_1_NIR-08996
NIR-08995,98,2021,LU 6 Late-21,PLY,30,N19-1323,3,2021_PLY_LU 6 Late-21_30_N19-1323_3_NIR-08995
NIR-08994,75,2021,LU 6 Late-21,PLY,30,N19-1323,2,2021_PLY_LU 6 Late-21_30_N19-1323_2_NIR-08994
NIR-08993,22,2021,LU 6 Late-21,PLY,30,N19-1323,1,2021_PLY_LU 6 Late-21_30_N19-1323_1_NIR-08993
NIR-08992,86,2021,LU 6 Late-21,PLY,29,N19-1303,3,2021_PLY_LU 6 Late-21_29_N19-1303_3_NIR-08992
NIR-08991,56,2021,LU 6 Late-21,PLY,29,N19-1303,2,2021_PLY_LU 6 Late-21_29_N19-1303_2_NIR-08991
NIR-08990,18,2021,LU 6 Late-21,PLY,29,N19-1303,1,2021_PLY_LU 6 Late-21_29_N19-1303_1_NIR-08990
NIR-08989,103,2021,LU 6 Late-21,PLY,28,N19-1253,3,2021_PLY_LU 6 Late-21_28_N19-1253_3_NIR-08989
